GeneID	GeneName	blastula 128-cell	blastula1k-cell	blastuladome	cleavage2-cell	gastrula50-epiboly	gastrula75-epiboly	gastrulashield	hatchinglong-pec	larvalday4	larvalday5	larvalprotrudingmouth	pharyngulaprim-15	pharyngulaprim-25	pharyngulaprim-5	segmentation1-4somites	segmentation14-19somites	segmentation20-25somites	zygote
ENSDARG00000026024	mospd2	12	13	7	11	16	17	20	6	10	8	7	8	5	12	10	7	8	8
ENSDARG00000026028	ankrd44	7	9	3	3	0.9	0.5	0.6	2	4	4	3	2	3	1	1	1	2	3
ENSDARG00000026035	ube2b	2	3	2	1	5	7	6	10	12	13	10	7	10	8	10	9	10	0.8
ENSDARG00000026048	tsc1a	48	62	49	8	11	0.7	2	4	9	10	7	5	5	5	4	4	4	5
ENSDARG00000026049	mxf	0	0	0	0	0	0	0	0	2	0.4	0	0	0	0	0.3	0	0	0
ENSDARG00000026052	ccdc3a	0	0	0	0	0	0	0	2	0	0.7	1	2	2	3	3	3	5	0
ENSDARG00000026053	hltf	0.9	1	4	0.4	5	8	8	3	2	3	2	6	6	8	10	9	9	0.3
ENSDARG00000026068	trappc5	28	25	11	48	10	14	11	18	16	12	19	14	17	15	17	15	17	66
ENSDARG00000026070	cd82b	63	68	19	62	3	2	1	11	16	14	15	7	11	5	4	6	6	46
ENSDARG00000026072	pdcd5	67	78	74	31	65	59	55	53	36	29	46	63	53	65	70	74	64	13
ENSDARG00000026084	KCNS1	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0
ENSDARG00000026086	zgc:162324	0.1	0	0	0.5	0	0	0	0	0.3	0.3	0	0.2	0.1	0.4	0	0	0.1	0.8
ENSDARG00000026090	adprm	5	3	9	0.4	24	24	30	1	2	2	2	1	1	1	5	2	2	0.2
ENSDARG00000026095	si:ch73-15n15.3	0	0	0	0	0	0	0	0.6	2	1	0	0	0	0	0	0	0	0
ENSDARG00000026098	RAB7B	0	0	0	0	0	0	0	0	3	3	0.8	0	0.6	0	0	0	0.6	0
ENSDARG00000026109	slc48a1b	82	64	26	85	12	12	12	10	12	9	13	14	7	17	13	11	12	67
ENSDARG00000026137	sfxn5b	4	5	3	2	1	0.7	0.7	4	6	6	5	2	2	1	1	0.7	1	0.7
ENSDARG00000026149	slc46a1	43	50	18	37	3	0.6	0.7	3	4	3	3	3	3	3	2	2	3	41
ENSDARG00000026165	col11a1a	0	0.1	0.1	0.1	0.9	1	1	186	201	139	259	155	145	128	16	49	94	0
ENSDARG00000026166	emilin1b	7	8	9	3	2	0	0.3	9	9	7	10	7	6	10	2	6	9	2
ENSDARG00000026170	hps1	9	9	2	3	1	0.5	0.4	3	3	2	3	2	2	2	2	2	2	1
ENSDARG00000026178	ube3d	1	2	3	2	4	6	7	2	2	1	2	4	4	4	8	9	8	0.7
ENSDARG00000026180	prpf8	60	51	61	61	83	121	107	37	28	23	30	58	57	76	91	75	82	71
ENSDARG00000026183	polr2eb	19	18	19	63	39	80	61	27	21	16	23	41	41	52	107	97	86	57
ENSDARG00000026185	ccdc94	64	60	52	17	32	31	34	12	9	8	12	16	17	21	28	27	24	4
ENSDARG00000026198	enoph1	19	19	20	11	17	9	9	17	14	11	16	14	15	16	12	14	14	4
ENSDARG00000026224	fanci	16	14	7	8	3	2	2	2	2	1	1	5	4	6	5	6	6	1
ENSDARG00000026225	whsc1	99	85	83	115	40	52	39	12	7	5	7	26	24	32	39	32	33	92
ENSDARG00000026229	prnpa	0	0	0	0	0	0	0	0.4	20	34	3	0	1	0	0	0	0	0
ENSDARG00000026236	zgc:56585	0	0	0.4	0.2	26	104	47	4	5	5	5	7	4	14	75	24	22	0
ENSDARG00000026247	si:dkey-105e17.1	0	0	0	0	0	0	0	3	9	10	10	0.9	2	0.5	0	0	0.3	0
ENSDARG00000026248	slc1a7b	0.7	0	0.4	0	0	0.4	0	0	2	2	2	0	0	0	0	0	0	0
ENSDARG00000026281	lyrm1	0.8	1	1	0.4	2	2	2	2	2	2	2	1	3	2	4	5	3	0
ENSDARG00000026294	erbb2	0.2	0	0.5	0	3	3	3	2	3	3	2	2	2	3	3	1	2	0
ENSDARG00000026296	zgc:112994	4	6	29	8	127	136	183	0	0.4	0.2	0.1	0.4	0.2	0.6	7	0.9	0.7	6
ENSDARG00000026322	dhrs13a.1	18	18	14	18	27	19	27	7	13	12	15	4	3	6	9	5	5	24
ENSDARG00000026325	mmp11a	0	0	0	0	0	0	0	3	4	2	5	1	1	1	0	0.5	0.5	0
ENSDARG00000026329	arhgap29a	0.1	0	0	0	0	0.7	0	4	3	3	3	4	4	5	6	6	6	0
ENSDARG00000026333	xkr7	0	0	0	0	0.2	0.3	0	0.8	3	3	3	0.4	0.3	0.2	0.2	0.3	0.4	0
ENSDARG00000026335	susd4	0	0	0	0.1	0.1	0	0	1	3	3	3	0.4	0.6	0.1	0	0	0	0
ENSDARG00000026338	styxl1	10	7	2	9	0.6	0.7	0	0	0	0	0	0.6	0.7	0.2	1	2	0.9	4
ENSDARG00000026348	csad	7	4	4	3	6	14	9	6	6	4	5	8	6	12	8	5	9	1
ENSDARG00000026350	wasb	0	0	0	0	0	0	0	1	2	2	1	0.6	0.5	0.7	0.4	0.8	0	0
ENSDARG00000026359	pbld2	0	0	0	0	0	0	0	10	8	6	10	2	4	0.5	0	0	0	0
ENSDARG00000026369	dbi	8	9	11	2	17	34	14	66	71	47	64	105	63	114	69	59	89	1
ENSDARG00000026376	aco1	5	6	6	2	6	3	4	4	14	10	8	4	3	4	2	0.8	2	1
ENSDARG00000026383	si:dkey-27j5.5	0	0	0	0	0	0	0	0	0.7	1	0.5	0	0	0	0	0	0	0
ENSDARG00000026387	tmem55bb	3	3	0.9	5	0	1	0.2	2	3	4	1	2	0.9	2	0.9	0.5	1	3
ENSDARG00000026395	rfx4	1	0.5	0.2	0.3	0.2	1	0.2	6	3	4	3	10	10	11	19	14	14	0
ENSDARG00000026400	rad51d	8	12	7	9	2	0.6	0.5	2	1	0.8	2	3	3	4	3	3	4	14
ENSDARG00000026403	hephl1b	0	0	0	0	0	0	0	1	2	2	1	2	3	3	1	2	2	0
ENSDARG00000026406	anxa5a	0	0	0	0	0	0	0	0.8	7	6	4	0	0.6	0	0	0	0	0
ENSDARG00000026444	apoob	0	0.2	0.5	0.5	2	4	2	9	10	9	10	7	9	8	9	10	11	0
ENSDARG00000026448	med29	19	14	8	22	14	24	20	17	9	7	10	15	15	13	21	22	19	11
ENSDARG00000026453	zgc:66474	39	36	30	18	14	13	12	5	4	4	4	5	7	6	12	10	8	14
ENSDARG00000026454	mis12	35	56	65	20	39	27	35	10	5	2	5	16	14	18	22	23	20	21
ENSDARG00000026473	six1b	0	0	0	0	0	0	0	8	6	5	6	7	9	5	3	4	5	0
ENSDARG00000026476	tia1l	176	179	214	112	300	246	291	49	41	32	51	72	72	89	166	135	130	72
ENSDARG00000026482	arhgap12b	6	10	5	0.7	2	8	3	10	8	9	9	13	13	13	11	15	14	0.3
ENSDARG00000026484	rab15	10	12	3	3	1	0	0.4	6	7	6	9	3	3	3	0.6	1	1	4
ENSDARG00000026489	khsrp	344	271	352	496	369	245	340	51	27	21	31	78	74	105	175	148	124	526
ENSDARG00000026499	ppm1e	0	0	0	0	0	0	0	1	4	4	3	0.4	0.7	0.5	0	0	0.2	0
ENSDARG00000026500	xkr9	0	0	0	0	0	0	0	0	2	2	0.9	0	0	0.7	0	0	0	0
ENSDARG00000026505	si:ch211-285c6.3	0	0	0	0	0.3	0	0.3	0.4	0.7	0.5	0.3	0.1	0	0	0	0	0	0
ENSDARG00000026513	hoxb6b	0	0	0	0	0	0	0	19	4	3	7	11	18	9	12	12	13	0
ENSDARG00000026519	ralgps2	10	10	10	5	4	1	0.7	5	4	4	4	5	7	5	4	7	8	3
ENSDARG00000026531	alcama	0.2	0.2	0.2	0.2	0.5	2	1	45	26	25	33	34	47	36	35	35	35	0.4
ENSDARG00000026540	ppp4r2a	89	86	96	76	41	19	25	13	7	6	9	15	16	17	18	19	19	53
ENSDARG00000026548	cyp2u1	0.9	1	1	0.4	0	0	0	0.5	2	4	1	0	0	0	0.2	0	0	0
ENSDARG00000026577	cdk2	76	80	55	74	31	26	27	16	8	6	9	31	28	33	33	36	35	65
ENSDARG00000026582	iscub	8	8	6	3	2	2	2	2	7	12	6	2	5	2	5	5	3	0.6
ENSDARG00000026595	pafah1b1b	41	41	29	23	12	11	10	27	38	33	40	23	25	24	20	20	24	31
ENSDARG00000026599	eng2a	0	0	0	0	0	0	0	5	4	5	5	5	6	6	9	9	10	0
ENSDARG00000026611	socs3b	10	7	2	9	1	2	1	5	12	11	10	4	4	3	4	4	2	7
ENSDARG00000026616	zgc:113425	23	38	8	140	0.7	2	1	0	0.7	0	0	0	0	0	0	0	0	147
ENSDARG00000026629	gmds	11	11	8	2	30	53	45	8	7	5	9	13	9	14	29	15	15	1
ENSDARG00000026630	mark3b	35	36	19	14	3	2	2	10	12	11	11	8	10	10	6	8	9	8
ENSDARG00000026634	ehmt1b	41	42	46	27	24	8	12	11	11	10	11	11	11	12	13	12	11	25
ENSDARG00000026635	asb1	0.2	0.3	0.4	0	0.2	0.2	0	0.2	0.6	0.9	0.9	0.5	0.3	0.5	0.4	0.2	0.3	0
ENSDARG00000026654	gosr1	82	91	55	106	18	9	8	10	10	10	12	11	11	12	13	13	12	75
ENSDARG00000026655	tspo	16	16	17	14	8	9	6	25	17	19	17	38	25	29	18	21	32	12
ENSDARG00000026664	uri1	46	42	28	12	28	37	31	17	16	16	16	17	15	23	39	34	32	10
ENSDARG00000026680	slc25a14	12	10	4	14	2	2	1	5	5	5	6	4	5	5	6	7	8	8
ENSDARG00000026682	zgc:101583	18	15	12	19	3	1	1	1	2	2	2	2	1	2	0.4	0.8	2	10
ENSDARG00000026701	gtf2h1	47	42	18	19	6	10	7	9	5	4	5	8	11	9	13	13	12	16
ENSDARG00000026712	rab5c	94	90	78	76	20	21	13	52	56	49	55	50	52	50	29	39	46	40
ENSDARG00000026723	syncripl	147	138	141	202	54	27	28	26	21	16	22	23	31	23	37	28	30	197
ENSDARG00000026726	anxa1a	0	0.4	15	0.5	144	311	243	120	69	89	73	122	62	89	43	15	33	0.5
ENSDARG00000026736	il11ra	3	6	6	3	2	0.8	1	1	3	3	3	0.8	1	1	2	1	0.9	2
ENSDARG00000026753	grik4	2	2	2	1	1	0	0.4	0.5	2	2	2	0	0.3	0	0	0	0	1
ENSDARG00000026759	ldlrb	10	7	8	12	4	11	7	9	11	7	14	13	9	16	6	10	14	11
ENSDARG00000026762	fam126a	11	9	4	18	0.9	0.8	0.6	5	7	8	7	5	5	6	4	6	6	20
ENSDARG00000026764	ahsg1	0	0	0	0	0	0	0	0	3	20	0.5	0	0	0	0	0	0	0
ENSDARG00000026766	bcl2l10	154	184	115	117	215	188	262	39	22	20	32	28	39	27	25	31	36	110
ENSDARG00000026767	nol11	64	55	41	97	21	33	23	12	9	8	9	17	15	25	41	33	33	120
ENSDARG00000026771	tmem41ab	0	0	0	0	0	0	0	3	9	7	8	2	2	0.6	0	0	0	0
ENSDARG00000026784	robo1	3	3	3	2	2	0.8	0.9	17	13	12	14	9	12	10	8	10	11	0.3
ENSDARG00000026787	aqp7	0.5	0.7	0.6	0.7	0.6	0.3	0.2	1	2	3	2	1	1	1	0	0.1	0.4	0.4
ENSDARG00000026796	grm1a	0.6	0.4	0.1	0.1	0.1	0	0	0.7	5	6	5	0.1	0.5	0	0	0.2	0.1	0.1
ENSDARG00000026799	suv39h1a	29	31	11	35	2	1	1	0.6	0.2	0	0	0.5	0.5	1	1	0.5	0.6	60
ENSDARG00000026801	stau2	35	33	43	51	37	24	33	67	99	111	92	56	61	51	32	49	54	54
ENSDARG00000026806	taf8	12	8	5	3	4	9	6	6	4	4	5	6	7	6	8	7	7	1
ENSDARG00000026811	extl3	17	18	10	7	4	2	2	3	3	2	3	2	3	3	3	3	4	4
ENSDARG00000026820	gc3	0.7	0.4	0.9	0.8	1	0.3	0.6	0.4	14	11	16	0.1	0	0.1	0.1	0	0	0.5
ENSDARG00000026829	cotl1	54	57	61	42	67	34	54	269	187	124	208	190	171	143	17	31	74	23
ENSDARG00000026834	cdr2l	31	33	24	10	4	0.3	0.8	11	12	11	15	5	8	3	3	5	4	5
ENSDARG00000026835	slc25a32b	3	4	3	1	1	3	1	4	4	4	5	6	7	5	7	5	8	0.3
ENSDARG00000026839	med21	19	25	24	13	27	38	32	16	10	8	12	19	18	19	26	30	27	11
ENSDARG00000026840	arhgap23b	0.2	0.2	0	0	0	0	0	0.1	2	1	1	0	0	0	0	0	0	0
ENSDARG00000026842	acin1b	73	92	128	20	176	84	140	26	26	25	26	27	34	29	53	44	42	19
ENSDARG00000026845	rhoaa	1	1	12	1	51	93	69	70	55	45	67	78	81	80	101	104	96	0.3
ENSDARG00000026855	cacna2d4a	0	0	0	0	0	0	0	0	0.8	0.8	0.8	0	0	0	0.6	0	0	0
ENSDARG00000026862	aktip	138	142	132	200	32	11	12	17	20	20	20	16	14	28	16	22	37	190
ENSDARG00000026865	fam107b	45	51	31	41	22	15	15	37	29	31	28	26	34	34	25	40	48	40
ENSDARG00000026871	uchl1	205	254	144	81	31	3	10	9	13	10	17	8	8	4	2	1	2	38
ENSDARG00000026875	fam57ba	25	24	9	28	2	0.8	1	12	13	12	13	5	10	4	2	4	4	19
ENSDARG00000026882	palm1a	0	0	0	0	0	0	0	14	10	8	14	13	13	7	0.8	3	4	0
ENSDARG00000026892	gpatch11	14	12	6	16	6	10	8	17	12	11	15	16	18	19	17	19	19	4
ENSDARG00000026895	tor1l3	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0
ENSDARG00000026902	cryzl1	2	3	1	0.7	0	0.7	0.3	4	4	3	5	4	4	4	3	3	4	0.3
ENSDARG00000026904	cbln13	2	3	2	2	0.7	0.8	1	2	4	4	4	3	2	4	0.3	1	0	3
ENSDARG00000026907	slc48a1a	7	9	6	3	2	3	2	1	5	8	4	1	1	2	1	1	1	3
ENSDARG00000026908	tmed2	177	208	237	231	204	117	143	84	69	48	83	110	96	119	125	127	134	289
ENSDARG00000026926	rom1b	0	0	0	0	0	0	0	0	19	19	14	0	0	0	0	0	0	0
ENSDARG00000026941	fbxl4	5	6	5	9	0.8	0.5	0.4	3	4	4	4	3	3	2	2	3	3	3
ENSDARG00000026967	ap2s1	15	16	15	3	20	30	23	40	43	31	52	39	38	45	36	47	48	3
ENSDARG00000026972	si:ch211-119o8.6	23	25	9	1	1	0	0.3	0	0	0	0	0	0	0	0	0	0	2
ENSDARG00000026979	krt1-c5	0	0	0	0	0.5	0	0	3	4	3	4	1	2	0.8	0	0	0.3	0
ENSDARG00000026985	lims1	13	14	19	8	26	34	35	18	23	18	21	23	20	28	28	29	29	7
ENSDARG00000026986	rexo1	13	12	10	3	8	11	8	5	3	3	3	6	8	6	8	7	7	1
ENSDARG00000026988	tbc1d22b	5	7	5	1	2	0.2	0.4	0.6	1	0.5	0.7	0.6	0.9	0.3	0.4	0.3	0.4	0.7
ENSDARG00000026990	klhl6	0	0	0	0	0	0	0	0	0.5	0.4	0.1	0	0	0	0	0	0	0
ENSDARG00000027009	zgc:85777	1	2	0.7	0	0.5	2	0.5	15	45	40	34	10	12	6	4	4	6	0
ENSDARG00000027016	gbf1	5	8	6	11	2	0.8	0.7	4	6	5	5	3	4	3	3	3	4	14
ENSDARG00000027017	ppp2r5a	0	0.3	0.1	0.2	0	0.5	0	1	3	4	2	2	2	2	0.8	0.9	2	0.1
ENSDARG00000027041	pcdh17	0	0	0	0	0	0	0	8	17	18	17	3	5	2	0.9	0.6	1	0
ENSDARG00000027046	scyl3	123	119	59	83	9	6	6	6	9	8	7	7	6	7	8	7	8	86
ENSDARG00000027063	arpc1b	0.8	0.5	0.5	0	0	0.4	0.4	24	19	15	21	20	17	10	0	0.4	3	0
ENSDARG00000027065	slc38a3a	0	0	0	0	0	0.3	0	3	11	9	11	0.7	1	0.2	0.3	0.2	0.2	0
ENSDARG00000027070	acbd4	0.4	6	2	0.2	0.9	0	0.4	2	3	2	2	2	1	1	0.5	0.5	0.5	0.6
ENSDARG00000027078	cnppd1	71	81	39	19	31	29	37	17	20	23	20	21	20	21	13	17	16	22
ENSDARG00000027079	znf804a	3	3	1	0.6	0.3	0	0	1	3	3	3	0.7	1	0.3	0	0	0	0.2
ENSDARG00000027082	hmbox1a	26	27	27	12	8	0.7	3	3	6	6	5	2	2	0.9	0.4	0.5	1	2
ENSDARG00000027087	tgfb2	2	2	1	0.6	0	0	0	3	5	3	5	2	2	2	1	1	1	0
ENSDARG00000027088	ptgdsb.1	0	0.6	11	0.7	29	110	66	52	24	59	31	37	42	27	57	84	50	0
ENSDARG00000027099	psmc4	62	71	76	13	85	68	81	70	48	35	59	84	100	89	84	93	111	29
ENSDARG00000027109	zfr	51	47	59	8	99	109	131	47	39	38	45	47	58	51	65	46	55	6
ENSDARG00000027112	ephb4b	21	24	15	6	12	13	10	8	6	5	6	9	10	12	17	14	10	2
ENSDARG00000027129	tmem218	0	0	0.9	0.4	1	5	3	2	1	1	1	1	3	3	5	4	3	0
ENSDARG00000027131	tmem169a	1	1	2	1	4	12	5	5	4	3	5	6	6	7	9	7	7	0.6
ENSDARG00000027140	nup160	31	28	17	31	12	17	11	13	10	10	11	21	18	26	28	26	26	39
ENSDARG00000027141	ube2l3b	70	85	101	36	77	58	58	44	41	30	51	51	63	63	72	78	80	23
ENSDARG00000027143	aptx	5	4	5	0	8	20	14	5	4	4	4	10	8	13	23	20	19	0
ENSDARG00000027153	gabrr3a	0	0	0	0	0	0	0	0.2	1	2	2	0	0	0	0	0	0	0
ENSDARG00000027154	tpd52l2a	19	22	20	6	27	23	26	16	19	20	24	18	15	18	21	19	20	8
ENSDARG00000027159	fbxo28	12	15	20	4	28	28	26	11	13	15	13	11	10	10	21	12	14	2
ENSDARG00000027169	kpna7	134	140	32	383	6	1	3	0	0	0	0	0	0	0	0.2	0	0	504
ENSDARG00000027172	phactr2	27	29	18	31	3	0.1	0.4	6	6	6	7	6	6	6	1	3	6	30
ENSDARG00000027182	rnf25	29	25	19	6	13	22	16	11	13	24	10	13	16	13	21	21	21	3
ENSDARG00000027183	namptb	11	19	13	11	21	22	25	6	6	5	6	7	8	7	11	10	10	6
ENSDARG00000027187	kat8	31	32	26	21	32	35	34	14	10	9	11	18	19	20	31	27	22	33
ENSDARG00000027192	hcn3	0	0	0	0	0	0	0	0	0.6	0.7	0.3	0	0	0	0	0	0	0
ENSDARG00000027196	si:dkey-16l2.17	0	0	0	0	0.3	0.3	0.6	2	1	1	2	2	2	2	1	3	2	0
ENSDARG00000027199	smad1	0	0	0	0	2	8	5	14	14	12	14	15	14	24	17	26	31	0
ENSDARG00000027200	gabarapl2	34	37	18	44	10	11	6	27	42	42	39	20	17	18	12	11	16	18
ENSDARG00000027222	adgrg1	0	0.1	0	0	0	0	0	4	2	3	2	5	6	5	1	3	4	0
ENSDARG00000027234	ift88	6	6	2	1	0.8	3	1	5	6	5	6	4	5	5	5	5	4	1
ENSDARG00000027236	rs1a	0	0	0	0	0	0	0	3	46	38	85	0	0.6	0	0	0	0	0
ENSDARG00000027249	btg1	5	5	44	2	63	44	49	99	82	116	73	74	88	79	72	91	100	3
ENSDARG00000027279	numb	17	18	14	17	6	3	3	3	4	4	4	3	3	3	2	2	3	5
ENSDARG00000027285	kcnf1b	0	0	0	0	0	0.6	0	0.6	2	1	1	0	0.6	0	0	0	0	0
ENSDARG00000027290	nrp1b	1	2	0.7	0	0	0.3	0	5	6	5	6	4	5	5	2	2	4	0
ENSDARG00000027310	lsp1	0	0	0	0	0	0.5	0	15	10	8	12	28	16	41	32	26	35	0
ENSDARG00000027316	tcp11l2	4	3	5	4	15	15	16	21	31	28	28	13	12	12	7	6	9	8
ENSDARG00000027322	lin7c	35	46	44	14	41	18	23	27	24	21	27	26	27	24	25	26	30	11
ENSDARG00000027345	mpzl2b	11	16	13	10	10	2	4	3	4	4	3	2	2	2	3	2	3	9
ENSDARG00000027353	zmym2	62	56	40	47	21	33	27	16	10	9	9	17	19	17	23	19	20	45
ENSDARG00000027355	slc25a4	0.5	0.3	0.4	0.4	0	0	0	194	257	254	273	68	133	5	0	0	0	0.4
ENSDARG00000027357	cd2bp2	65	77	95	133	88	45	65	17	10	6	14	26	24	34	48	47	37	123
ENSDARG00000027360	si:ch211-106h11.3	0	0	0	0	0	0	0	0.9	5	4	4	0.6	0.7	0.2	0.5	0	0	0
ENSDARG00000027381	si:ch211-116m6.4	0.8	0.7	0.9	0.2	0.5	0.9	0.7	0.7	0.3	0.4	0.5	1	1	2	1	1	1	0
ENSDARG00000027391	ccnd3	8	8	11	3	6	1	5	0	0	0	0	0	0	0	1	0.7	0.6	11
ENSDARG00000027394	si:ch211-150g13.3	0	0	0	0	0	0	0	2	4	4	3	0.6	2	0.5	0	0.5	0.5	0
ENSDARG00000027397	vangl2	54	54	66	16	96	100	102	26	14	11	16	34	39	36	62	55	50	12
ENSDARG00000027403	zgpat	26	10	14	2	17	16	14	10	6	5	9	12	13	13	17	16	17	1
ENSDARG00000027418	trappc4	15	14	9	11	6	5	3	12	13	10	17	13	12	13	10	11	12	13
ENSDARG00000027419	gad1b	0	0	0	0	0	0	0	11	47	55	37	4	7	2	0.2	0.1	0.5	0
ENSDARG00000027423	igf1ra	11	10	7	5	2	2	2	3	3	4	3	3	3	3	3	2	3	4
ENSDARG00000027424	slc25a3a	0	0	0	0	0.5	0.3	0.5	0	35	29	30	0.5	0.4	0	0	0	0	0
ENSDARG00000027428	rpp30	21	23	12	4	7	9	5	2	2	4	2	4	4	6	10	7	7	3
ENSDARG00000027461	METTL26	9	14	10	7	5	0.9	1	4	5	4	5	4	2	3	2	1	3	5
ENSDARG00000027465	rmnd1	16	18	18	14	10	0.5	3	3	6	6	7	4	3	4	1	1	3	10
ENSDARG00000027491	uros	42	46	46	62	33	9	16	11	8	8	8	10	9	9	9	10	10	52
ENSDARG00000027495	elovl4b	14	14	17	8	15	2	5	6	35	23	48	1	2	0.8	0.6	1	1	5
ENSDARG00000027497	mast1a	0.5	0.6	0.4	0	0.1	0	0	0.6	1	1	0.7	0.2	0.4	0.1	0	0	0.2	0
ENSDARG00000027500	oxsr1b	12	14	13	10	9	2	4	9	11	9	9	9	7	7	5	5	5	11
ENSDARG00000027501	usp20	17	10	3	24	0.3	0.8	0.4	3	5	4	4	2	3	2	3	3	3	23
ENSDARG00000027523	trpc7a	0	0	0	0	0	0	0	0	0	0.2	0.3	0	0	0	0	0	0	0
ENSDARG00000027529	hmox1a	0	0	0.5	0	3	5	4	10	10	7	8	25	6	36	6	3	10	0
ENSDARG00000027538	noxred1	1	0.8	1	0.5	0	0.5	0.2	0	0	0	0.3	0.5	0	0.4	0.2	0	0	0
ENSDARG00000027547	TPGS1	9	6	9	2	9	6	5	8	6	7	8	7	5	7	8	8	8	2
ENSDARG00000027552	mapk1	10	12	8	3	6	2	3	4	8	9	7	4	3	4	4	3	4	2
ENSDARG00000027564	CABZ01052588.1	0	0	0	0	0.6	2	1	0.4	0.9	0.5	0.8	0	0.3	0	0.4	0.3	0	0
ENSDARG00000027572	as3mt	0.5	0.5	0.5	0	1	0	0.5	4	10	8	7	4	3	3	1	1	2	2
ENSDARG00000027582	angptl7	0	0	0	0	0	3	0	17	32	23	42	12	8	17	7	24	22	0
ENSDARG00000027584	ttpa	0	0	0	0	0	0.4	0	2	11	12	6	1	2	1	2	2	2	0
ENSDARG00000027586	top3b	4	6	5	0.8	3	5	4	3	2	2	2	3	4	4	6	5	5	0.5
ENSDARG00000027589	fzd7b	63	71	82	13	112	153	132	21	19	17	21	23	21	27	63	40	32	10
ENSDARG00000027590	sept2	74	70	88	109	96	83	99	53	37	23	52	72	61	83	85	81	89	119
ENSDARG00000027595	selt1b	32	33	37	50	42	24	38	16	19	16	20	16	17	20	23	26	23	63
ENSDARG00000027599	fam221a	1	1	0.6	3	0	0	0	0	0	0	0.3	0	0	0	0	0	0	1
ENSDARG00000027600	pdlim5b	19	15	14	9	9	2	5	8	12	12	11	11	9	15	5	7	12	11
ENSDARG00000027602	lrfn1	1	0.6	0.5	0.4	0.2	0	0	1	3	4	2	0	0.5	0	0	0	0	0
ENSDARG00000027609	hpn	0	0	0	0	0	0	0	0.3	1	1	0.9	0.2	0.2	0.3	0.1	0.2	0.3	0
ENSDARG00000027611	sdpra	0.6	1	2	0.4	1	11	3	29	24	25	25	37	21	38	12	17	27	0.2
ENSDARG00000027612	gatad1	1	1	11	0.2	34	34	42	14	10	8	11	16	17	16	25	21	19	0
ENSDARG00000027618	grip2b	0.2	0.2	0.2	0.2	0	0	0	0	0.5	0.5	0.2	0	0	0	0	0	0	0
ENSDARG00000027620	bco2l	0.8	0.4	0.1	0.7	0.8	3	1	0	1	1	0.4	0.6	0	1	1	0.4	0.7	1
ENSDARG00000027638	adra1ab	0	0	0	0	0	0	0	0.4	0.4	0.8	0.8	0	0	0	0	0	0	0
ENSDARG00000027639	zgc:165539	20	21	15	15	14	6	14	0	0	0	0	0.4	0	0.4	4	2	0.9	10
ENSDARG00000027649	cpsf3	49	49	36	11	39	52	58	24	15	12	18	33	37	46	52	58	54	7
ENSDARG00000027657	crhb	0	0	1	0	0	0	0	0.8	4	5	2	0	0	0	0	0	0	0
ENSDARG00000027658	irf10	0.9	2	1	0.8	0.9	0.5	0.9	0.4	0.4	0	0.4	0.5	0.5	0.5	1	0.5	0.6	1
ENSDARG00000027676	si:ch211-133l5.8	33	29	12	10	4	5	5	2	2	1	1	2	2	3	5	3	4	3
ENSDARG00000027687	tmem230a	1	2	1	0.5	2	3	2	2	3	2	2	2	3	4	4	3	4	0.2
ENSDARG00000027689	pold1	36	50	31	15	19	6	12	13	8	7	8	28	27	35	32	37	40	10
ENSDARG00000027699	FUT9 (1 of many)	1	0.5	1	0	0	0	0	0	0.6	0.6	0.3	0	0	0	0	0	0	0
ENSDARG00000027710	btbd16	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000027724	dgkb	0	0	0	0	0	0	0	0	0.3	0.4	0.3	0	0	0	0.2	0	0	0
ENSDARG00000027734	srsf5b	17	22	24	20	35	28	30	43	37	42	41	42	58	43	88	78	69	22
ENSDARG00000027738	si:ch211-13c6.2	34	32	30	34	28	19	27	15	11	12	11	16	17	19	41	25	22	34
ENSDARG00000027740	adcyap1b	0	0	0	0.1	0	0	0	20	24	25	24	7	12	3	0	1	3	0.1
ENSDARG00000027744	gadd45ba	0	1	28	0	55	26	44	11	25	59	16	3	3	5	7	9	7	0
ENSDARG00000027749	hirip3	94	65	30	243	37	70	52	15	10	10	13	27	26	32	45	43	34	275
ENSDARG00000027750	dpp7	0.6	0.5	2	0.4	21	115	76	18	14	13	13	29	12	45	27	18	26	0.4
ENSDARG00000027777	tnfaip3	0	0	0	0	0	0.7	0.2	0.8	2	2	1	0.9	1	0.4	0.4	0.2	0.4	0
ENSDARG00000027797	adcy6b	7	8	4	0.9	1	1	0.6	1	3	3	2	2	1	3	4	2	2	0.5
ENSDARG00000027799	ucmaa	0	0	0	0	0	0	0	0	5	5	3	0	0	0	0	0	0	0
ENSDARG00000027803	sbds	18	19	11	14	12	15	13	14	13	11	13	14	14	17	15	17	16	5
ENSDARG00000027807	fynrk	0	0	1	0	15	12	14	3	8	6	5	4	3	4	6	4	5	0
ENSDARG00000027813	nus1	25	44	18	9	6	9	5	11	10	7	11	12	12	10	16	13	15	2
ENSDARG00000027822	tmtops2b	0	0	0	0	0	0	0	0	0.5	0.4	0.5	0	0	0	0	0	0	0
ENSDARG00000027824	top1mt	23	22	32	18	41	55	50	26	24	26	26	35	31	39	52	46	45	12
