GeneID	GeneName	GeneName_GeneID	zygote	cleavage2-cell	blastula 128-cell	blastula1k-cell	blastuladome	gastrula50-epiboly	gastrulashield	gastrula75-epiboly	segmentation1-4somites	segmentation14-19somites	segmentation20-25somites	pharyngulaprim-5	pharyngulaprim-15	pharyngulaprim-25	hatchinglong-pec	larvalprotrudingmouth	larvalday4	larvalday5
ENSDARG00000039970	cnr2	cnr2_ENSDARG00000039970	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000039974	rai14	rai14_ENSDARG00000039974	4	6	24	20	4	2	3	4	8	6	7	8	8	7	5	5	4	3
ENSDARG00000039979	tecrl2b	tecrl2b_ENSDARG00000039979	2	2	3	4	1	0.5	0	0	0	0	0	0	0	0	0.8	3	2	2
ENSDARG00000039980	ppt1	ppt1_ENSDARG00000039980	67	56	53	59	51	35	30	15	11	10	10	11	12	8	10	15	16	11
ENSDARG00000039987	hivep2a	hivep2a_ENSDARG00000039987	0	0	0	0	0	0	0	0.2	0.7	0.4	0.6	1	2	2	2	5	5	5
ENSDARG00000039989	snrnp48	snrnp48_ENSDARG00000039989	10	6	7	7	12	16	18	16	11	11	9	7	6	8	6	5	4	5
ENSDARG00000039996	xkr8.3	xkr8.3_ENSDARG00000039996	18	16	26	28	7	1	0.5	1	4	4	4	4	5	4	3	3	3	2
ENSDARG00000039997	ptp4a3	ptp4a3_ENSDARG00000039997	47	39	47	52	44	12	4	3	20	19	18	17	15	21	19	21	15	13
ENSDARG00000039999	slc13a5b	slc13a5b_ENSDARG00000039999	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0.4	0.6	0.4
ENSDARG00000040001	fryl	fryl_ENSDARG00000040001	5	9	8	6	5	1	1	2	6	5	6	7	6	7	6	7	8	9
ENSDARG00000040002	pnpla7b	pnpla7b_ENSDARG00000040002	0.4	0.7	1	1	1	1	3	5	7	5	5	10	6	4	5	7	8	8
ENSDARG00000040004	PKHD1L1 (1 of many)	PKHD1L1 (1 of many)_ENSDARG00000040004	0	0	0	0	0	0	0	0	0.3	0.1	0.1	0.1	0	0	0	0	0.1	0.3
ENSDARG00000040005	scfd2	scfd2_ENSDARG00000040005	2	4	10	9	9	7	5	1	2	0.9	2	2	2	1	1	2	2	1
ENSDARG00000040008	neurod6a	neurod6a_ENSDARG00000040008	4	4	4	3	0.9	0.2	0	0	0	0	0	0.1	0.4	0.6	2	5	5	6
ENSDARG00000040009	palld	palld_ENSDARG00000040009	38	49	26	26	21	5	2	1	6	10	16	22	18	17	15	15	17	22
ENSDARG00000040021	ebag9	ebag9_ENSDARG00000040021	41	87	66	71	88	65	37	12	19	23	19	18	16	16	18	17	15	18
ENSDARG00000040024	gpd1l	gpd1l_ENSDARG00000040024	16	19	37	47	43	49	41	30	25	18	22	14	12	13	8	8	7	5
ENSDARG00000040027	osbpl10	osbpl10_ENSDARG00000040027	0.9	1	3	3	4	2	2	10	28	13	12	10	6	5	4	5	5	4
ENSDARG00000040031	tardbp	tardbp_ENSDARG00000040031	16	20	35	39	52	138	152	172	148	119	108	92	82	94	82	58	46	39
ENSDARG00000040033	trmt11	trmt11_ENSDARG00000040033	22	29	45	41	31	12	8	9	11	11	12	7	4	4	3	3	2	3
ENSDARG00000040036	tcf19l	tcf19l_ENSDARG00000040036	8	13	30	35	18	7	5	7	9	7	6	4	3	3	2	1	2	1
ENSDARG00000040039	pttg1ipb	pttg1ipb_ENSDARG00000040039	74	69	67	66	28	15	9	6	7	4	8	6	7	7	7	11	13	18
ENSDARG00000040041	mcm4	mcm4_ENSDARG00000040041	14	13	79	70	65	80	71	50	105	100	101	106	77	56	29	20	20	16
ENSDARG00000040045	cldn1	cldn1_ENSDARG00000040045	0	0	0	0	0	0	0	0	3	14	20	44	58	37	48	38	31	35
ENSDARG00000040046	snai2	snai2_ENSDARG00000040046	2	2	4	6	52	40	8	4	15	21	23	16	13	15	18	15	13	13
ENSDARG00000040048	GALNTL6	GALNTL6_ENSDARG00000040048	5	2	4	6	2	0.3	0	0	0	0.1	0.2	0.2	0.5	0.9	3	6	5	6
ENSDARG00000040059	gbp	gbp_ENSDARG00000040059	89	118	76	84	68	61	57	47	28	30	20	16	15	15	14	20	26	37
ENSDARG00000040064	acp6	acp6_ENSDARG00000040064	0.5	1	3	2	5	2	0.6	0.5	2	2	2	2	2	2	2	4	4	2
ENSDARG00000040065	cx45.6	cx45.6_ENSDARG00000040065	0	0	0	0	0	0	0	0	0	0.4	0.4	0.1	0.4	0.4	0.5	1	0.5	0
ENSDARG00000040067	si:ch211-274j7.1	si:ch211-274j7.1_ENSDARG00000040067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2
ENSDARG00000040070	coil	coil_ENSDARG00000040070	251	232	91	61	19	5	6	12	28	27	19	9	7	9	5	4	3	2
ENSDARG00000040072	scpep1	scpep1_ENSDARG00000040072	67	67	52	60	63	51	57	63	41	23	23	25	17	12	11	11	17	17
ENSDARG00000040076	pycard	pycard_ENSDARG00000040076	0	0	0	0	0	0	0	0.4	10	18	24	42	51	26	49	44	42	29
ENSDARG00000040080	fli1b	fli1b_ENSDARG00000040080	0	0	0	0	0	0	0	0	1	3	5	6	3	4	3	3	3	3
ENSDARG00000040081	zp3d.1	zp3d.1_ENSDARG00000040081	18	24	68	75	52	14	4	2	0.2	0.3	0.3	0.3	0	0	0	0.3	0.4	0.5
ENSDARG00000040085	ccsapb	ccsapb_ENSDARG00000040085	0.6	1	6	4	0.9	0.6	0.6	1	3	5	7	6	6	6	4	5	6	7
ENSDARG00000040087	epb41l4a	epb41l4a_ENSDARG00000040087	2	3	2	2	2	1	0.9	0.4	4	9	10	11	10	11	12	7	7	8
ENSDARG00000040100	si:dkey-95h12.1	si:dkey-95h12.1_ENSDARG00000040100	0	0	0	0	0	0	0.3	0.3	0	0	0.1	0.9	2	2	4	6	6	4
ENSDARG00000040110	kif20bb	kif20bb_ENSDARG00000040110	0.4	0.4	4	4	6	21	36	35	18	14	14	13	12	12	8	4	4	2
ENSDARG00000040111	pi4kb	pi4kb_ENSDARG00000040111	16	18	28	27	30	43	49	48	27	23	22	18	15	15	13	13	12	11
ENSDARG00000040116	znf366	znf366_ENSDARG00000040116	0.3	0.3	0	0	0	0.3	0	0.2	0	0	0	0.1	0	0.3	0.4	0.4	0.8	0.5
ENSDARG00000040118	zgc:113232	zgc:113232_ENSDARG00000040118	0	0	0	0	0	0	0	0	0	9	38	60	71	69	86	77	62	45
ENSDARG00000040121	psma2	psma2_ENSDARG00000040121	2	2	24	30	34	57	79	86	99	119	98	91	85	85	64	50	47	38
ENSDARG00000040123	zfpm2a	zfpm2a_ENSDARG00000040123	0.8	0.6	3	4	1	0.4	0	0	0.1	0	0	0	0	0.2	2	5	5	6
ENSDARG00000040131	zfyve26	zfyve26_ENSDARG00000040131	1	1	4	4	2	0.3	0	0.2	0.5	0.6	0.8	1	1	1	1	2	3	3
ENSDARG00000040133	ackr4b	ackr4b_ENSDARG00000040133	0	0	0	0	0	0	0	0	0	0.1	1	0.6	0.8	0.6	0.9	1	2	2
ENSDARG00000040135	fosaa	fosaa_ENSDARG00000040135	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0.7	2	6	8	9
ENSDARG00000040137	jdp2a	jdp2a_ENSDARG00000040137	0	0.6	3	2	0.9	0	0	0.4	0.9	0.9	0.9	0.6	0.6	0.5	0.5	0.9	1	0.6
ENSDARG00000040141	si:ch73-138e16.5	si:ch73-138e16.5_ENSDARG00000040141	0	0	1	2	33	27	18	11	2	0.7	0	0	0	1	0	0	0	0
ENSDARG00000040152	nek4	nek4_ENSDARG00000040152	19	22	24	21	11	4	6	6	9	7	6	4	3	5	4	3	3	3
ENSDARG00000040156	grm4	grm4_ENSDARG00000040156	0.4	0.3	0.7	2	1	0.6	0.4	0.3	0.1	0.1	0	0.9	1	1	2	7	8	7
ENSDARG00000040157	glt8d1	glt8d1_ENSDARG00000040157	0.2	0.5	0.9	1	1	2	2	4	11	9	9	9	9	6	6	6	5	3
ENSDARG00000040158	cdc42l	cdc42l_ENSDARG00000040158	121	129	84	90	105	132	133	127	113	114	110	92	82	75	62	56	49	33
ENSDARG00000040159	wnt4b	wnt4b_ENSDARG00000040159	0	0	0	0	0	0	0	0	0	0	0	0.7	2	2	3	3	2	2
ENSDARG00000040161	zgc:92287	zgc:92287_ENSDARG00000040161	465	372	161	86	51	34	13	4	2	3	4	11	20	21	20	21	16	12
ENSDARG00000040162	zgc:165461	zgc:165461_ENSDARG00000040162	0	0	0	0	0	0	0.2	0	2	9	18	15	22	27	25	23	24	28
ENSDARG00000040163	prim1	prim1_ENSDARG00000040163	22	20	28	26	27	27	26	26	41	47	41	44	35	27	16	10	11	7
ENSDARG00000040177	rgs16	rgs16_ENSDARG00000040177	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0.3	0.6	9	13	13
ENSDARG00000040178	havcr1	havcr1_ENSDARG00000040178	0	0	0	0	0	0	0	0	0	0	0	0.6	1	0.8	1	2	1	1
ENSDARG00000040179	zgc:101562	zgc:101562_ENSDARG00000040179	20	16	23	29	17	8	4	3	3	3	3	2	2	2	1	1	1	2
ENSDARG00000040180	slc35a1	slc35a1_ENSDARG00000040180	1	1	16	19	22	14	9	8	17	14	15	12	12	12	11	12	14	14
ENSDARG00000040184	syncrip	syncrip_ENSDARG00000040184	189	218	230	216	237	304	358	381	300	227	225	197	156	170	141	94	75	60
ENSDARG00000040186	fam210ab	fam210ab_ENSDARG00000040186	4	8	15	13	5	3	3	4	4	7	8	7	6	7	4	8	11	9
ENSDARG00000040190	qdpra	qdpra_ENSDARG00000040190	2	2	1	3	3	3	2	3	0.8	0.9	3	6	9	9	8	9	12	12
ENSDARG00000040192	nenf	nenf_ENSDARG00000040192	7	5	13	12	8	6	8	15	15	15	12	12	11	8	9	11	11	8
ENSDARG00000040194	BX545917.1	BX545917.1_ENSDARG00000040194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
ENSDARG00000040198	fstl5	fstl5_ENSDARG00000040198	7	2	2	3	3	1	0.3	0.1	0	0	0	0.2	1	2	5	21	25	24
ENSDARG00000040200	si:dkeyp-86f5.1	si:dkeyp-86f5.1_ENSDARG00000040200	0	0	2	4	4	3	3	2	0.7	0	0.6	0.6	0	0.9	0.7	0.8	0.8	2
ENSDARG00000040214	scrt1b	scrt1b_ENSDARG00000040214	0	0	0	0	0	0	0	0	0	0	0	0.3	2	7	7	6	5	7
ENSDARG00000040224	krcp	krcp_ENSDARG00000040224	165	139	95	75	32	42	39	43	35	32	32	35	29	24	14	7	8	4
ENSDARG00000040230	si:dkey-37m8.11	si:dkey-37m8.11_ENSDARG00000040230	0	0	0	0.5	0	0.2	0.5	0	0	0	0	0	0	0	0	0	0	0.3
ENSDARG00000040237	mef2d	mef2d_ENSDARG00000040237	3	3	5	5	1	0.2	0.4	2	9	17	28	25	10	10	10	17	17	16
ENSDARG00000040245	kpnb3	kpnb3_ENSDARG00000040245	7	34	132	127	139	166	164	183	150	117	114	114	83	63	37	31	37	40
ENSDARG00000040246	rap2ab	rap2ab_ENSDARG00000040246	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	4	4
ENSDARG00000040248	crata	crata_ENSDARG00000040248	13	19	23	26	12	3	1	1	0.8	0.8	1	2	4	5	7	15	19	20
ENSDARG00000040249	tlr18	tlr18_ENSDARG00000040249	0	0	2	1	0.7	0	0	0	0	0	0.2	0.4	0.4	0.3	0.3	0.5	0.8	0.5
ENSDARG00000040251	ctsk	ctsk_ENSDARG00000040251	0.9	0.4	0	0	0.7	2	2	2	1	2	4	11	13	14	15	17	14	11
ENSDARG00000040252	atp1a1a.5	atp1a1a.5_ENSDARG00000040252	0	0	0	0	0	0	0	0	0	0	0	0.4	0.4	0.3	0.7	1	2	3
ENSDARG00000040253	onecutl	onecutl_ENSDARG00000040253	0	0	0	0	0.2	2	3	1	4	6	8	9	11	9	7	5	6	6
ENSDARG00000040254	hormad1	hormad1_ENSDARG00000040254	0.4	0.4	0.4	0	0	0.2	0.4	0	0	0	0	0.5	0.2	0	0	0	0	0
ENSDARG00000040255	ephx2	ephx2_ENSDARG00000040255	0.7	2	5	6	6	7	6	5	3	2	2	5	6	4	4	10	24	24
ENSDARG00000040257	slc38a11	slc38a11_ENSDARG00000040257	0.7	0.4	3	4	3	1	0.4	0	0	0	0	0	0	0	0.5	2	1	1
ENSDARG00000040258	si:ch73-340m8.2	si:ch73-340m8.2_ENSDARG00000040258	0	0	0	0	0	0	0	0.3	0.5	0	0.5	0.8	1	1	2	1	2	2
ENSDARG00000040265	mpdu1b	mpdu1b_ENSDARG00000040265	5	11	19	6	16	12	3	3	12	12	19	23	22	16	16	14	13	7
ENSDARG00000040266	sox19b	sox19b_ENSDARG00000040266	39	74	286	299	63	18	25	37	61	67	49	31	24	24	12	7	5	4
ENSDARG00000040274	scamp5b	scamp5b_ENSDARG00000040274	0	0	0	0	0	0.3	0.5	0	0	0	0	0	0	0	1	24	26	24
ENSDARG00000040277	fbxo32	fbxo32_ENSDARG00000040277	21	29	56	88	34	31	35	29	1	0.4	0.5	0.6	0.5	0.4	1	2	6	30
ENSDARG00000040278	klhl38b	klhl38b_ENSDARG00000040278	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	1	4	15
ENSDARG00000040280	FAM84B (1 of many)	FAM84B (1 of many)_ENSDARG00000040280	9	15	34	35	14	3	1	2	0.6	0.5	1	2	2	2	2	5	6	5
ENSDARG00000040282	zgc:92590	zgc:92590_ENSDARG00000040282	0	0	0	0	0	0	0	0	0.9	0.8	0	0	0	0	0	0	6	25
ENSDARG00000040284	si:dkey-79d12.5	si:dkey-79d12.5_ENSDARG00000040284	12	19	7	16	5	6	4	3	5	5	5	3	2	2	1	3	2	3
ENSDARG00000040286	ubl7b	ubl7b_ENSDARG00000040286	71	62	36	36	45	44	45	27	22	21	18	14	12	14	12	9	9	8
ENSDARG00000040287	ywhabl	ywhabl_ENSDARG00000040287	60	96	109	116	140	194	198	223	192	211	251	283	302	285	294	255	205	160
ENSDARG00000040290	pon3.2	pon3.2_ENSDARG00000040290	0	0.5	1	1	0.8	0.6	0.5	0	2	2	3	6	7	6	8	12	15	10
ENSDARG00000040291	cadm4	cadm4_ENSDARG00000040291	0	0	0	0	0	0	0	0.2	2	3	5	7	9	14	24	29	27	27
ENSDARG00000040295	apoeb	apoeb_ENSDARG00000040295	0.5	1	0.8	3	303	1360	1921	2333	1277	761	789	1241	1043	296	431	208	319	251
ENSDARG00000040298	apoa4b.1	apoa4b.1_ENSDARG00000040298	0	0	0	0	0	0	0	2	23	37	148	385	406	110	385	354	441	361
ENSDARG00000040300	gtpbp10	gtpbp10_ENSDARG00000040300	2	5	11	11	9	7	6	5	7	6	8	7	4	5	4	4	6	6
ENSDARG00000040302	osgin2	osgin2_ENSDARG00000040302	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0.2	0.4	0.6
ENSDARG00000040303	nbn	nbn_ENSDARG00000040303	3	5	17	16	11	6	6	7	7	7	7	6	4	5	4	3	3	3
ENSDARG00000040306	otomp	otomp_ENSDARG00000040306	0	0.4	0.4	0.6	0.4	0.4	0	0	0	0.3	3	5	7	5	7	12	17	15
ENSDARG00000040309	pxdc1b	pxdc1b_ENSDARG00000040309	0	0	0	0	0	3	6	6	2	1	1	2	2	0.9	1	2	2	2
ENSDARG00000040310	prpf4bb	prpf4bb_ENSDARG00000040310	28	59	58	51	52	72	59	43	38	31	28	25	21	21	17	12	11	9
ENSDARG00000040314	psph	psph_ENSDARG00000040314	5	16	16	15	19	16	12	14	32	41	40	42	33	24	18	14	11	9
ENSDARG00000040321	rx2	rx2_ENSDARG00000040321	0	0	0	0.3	0	0	0	0	5	6	5	5	7	6	4	5	6	6
ENSDARG00000040326	DHX29	DHX29_ENSDARG00000040326	3	6	20	17	15	8	6	6	9	8	8	7	6	7	5	5	4	4
ENSDARG00000040332	crfb2	crfb2_ENSDARG00000040332	0.8	1	1	1	0.5	0.3	0.2	0.3	0.2	0.5	0.3	0.4	0.5	0.5	0.6	1	1	1
ENSDARG00000040334	mat2aa	mat2aa_ENSDARG00000040334	241	285	255	223	175	135	158	157	82	71	78	90	65	49	59	62	40	33
ENSDARG00000040338	hvcn1	hvcn1_ENSDARG00000040338	4	5	20	25	30	10	3	2	7	8	10	6	6	6	9	10	10	9
ENSDARG00000040350	rpp38	rpp38_ENSDARG00000040350	132	131	87	88	54	40	35	38	32	25	19	12	8	8	7	5	5	4
ENSDARG00000040352	crot	crot_ENSDARG00000040352	3	3	2	4	3	2	3	4	6	4	5	5	5	5	7	9	13	12
ENSDARG00000040358	spred3	spred3_ENSDARG00000040358	0	0	0	0	0	0	0	0	0.2	0.5	0.7	1	2	4	6	8	7	7
ENSDARG00000040362	ehd2b	ehd2b_ENSDARG00000040362	0.3	0.3	0.3	0	1	2	1	0.7	1	0.5	4	13	11	10	14	13	12	11
ENSDARG00000040374	tmem182a	tmem182a_ENSDARG00000040374	0	0	0	0	0	0	0	0	0	2	13	27	32	33	30	28	28	25
ENSDARG00000040380	arhgef1a	arhgef1a_ENSDARG00000040380	0	0	0	0	0.4	2	5	10	6	5	4	3	3	2	4	4	5	5
ENSDARG00000040387	mmd	mmd_ENSDARG00000040387	13	14	13	12	10	7	6	6	7	3	5	4	5	6	5	8	10	8
ENSDARG00000040396	bcl7bb	bcl7bb_ENSDARG00000040396	9	4	17	13	33	29	11	13	12	14	18	15	16	11	10	7	7	8
ENSDARG00000040401	slc25a20	slc25a20_ENSDARG00000040401	25	48	57	48	52	51	44	45	59	48	55	89	80	42	44	45	51	32
ENSDARG00000040407	usp22	usp22_ENSDARG00000040407	11	10	14	11	5	3	5	7	7	8	6	6	5	7	6	7	6	6
ENSDARG00000040427	zgc:101553	zgc:101553_ENSDARG00000040427	0	0	0	0	0	0.8	0.4	0.4	0.4	0	0	0	0	0	0	0.8	2	2
ENSDARG00000040430	nptxra	nptxra_ENSDARG00000040430	0	0	0.4	0	0	0	0	0	0	0	0.5	0.6	1	1	3	9	9	9
ENSDARG00000040432	klf2b	klf2b_ENSDARG00000040432	0	0	0.2	2	15	19	35	52	7	7	11	10	10	6	7	14	8	8
ENSDARG00000040439	rsl24d1	rsl24d1_ENSDARG00000040439	70	60	62	74	76	139	178	218	310	385	261	176	181	181	191	168	200	303
ENSDARG00000040440	snrpd2	snrpd2_ENSDARG00000040440	199	160	42	30	46	158	189	250	311	312	238	162	137	164	110	68	49	34
ENSDARG00000040442	prtgb	prtgb_ENSDARG00000040442	2	5	5	6	5	5	3	1	0.2	0.8	5	23	28	7	0.8	0.1	0	0.1
ENSDARG00000040443	polr2i	polr2i_ENSDARG00000040443	43	75	40	53	58	48	34	24	37	35	30	20	19	21	15	11	9	8
ENSDARG00000040445	PARP14	PARP14_ENSDARG00000040445	1	1	3	4	3	2	2	1	2	1	1	0.9	0.5	0.7	0.4	0.6	1	2
ENSDARG00000040452	fam214a	fam214a_ENSDARG00000040452	6	6	16	14	8	17	25	35	13	9	10	14	9	8	7	11	10	11
ENSDARG00000040453	wdfy2	wdfy2_ENSDARG00000040453	5	6	7	7	5	2	2	4	5	5	5	4	4	5	6	8	8	8
ENSDARG00000040455	unc50	unc50_ENSDARG00000040455	24	36	43	50	19	7	9	11	14	14	14	13	11	14	12	12	11	9
ENSDARG00000040463	slc25a51b	slc25a51b_ENSDARG00000040463	3	2	11	10	4	2	2	2	4	4	5	5	6	6	6	7	7	8
ENSDARG00000040465	irf2	irf2_ENSDARG00000040465	0	0	0	0	0	0	0	0.1	0.3	0.3	0.2	0.4	0.5	0.7	2	3	4	5
ENSDARG00000040466	vil1	vil1_ENSDARG00000040466	0.2	0.1	0.7	0.2	0	0	0	0	0	0	0	0	0.2	0.3	0.5	27	105	78
ENSDARG00000040469	enpp6	enpp6_ENSDARG00000040469	0	0	0	0	0	0.6	0.7	0.4	0	0	0	0.6	1	2	2	3	3	2
ENSDARG00000040474	snx10b	snx10b_ENSDARG00000040474	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0.4	0.4	0.4
ENSDARG00000040478	lrp2bp	lrp2bp_ENSDARG00000040478	0	0	0	0	0	0	0	0	0	0.4	0.5	0.4	0.2	0	0	0.4	0	0
ENSDARG00000040479	cga	cga_ENSDARG00000040479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.5	0.5	0.5
ENSDARG00000040482	osbpl3b	osbpl3b_ENSDARG00000040482	0	0	0	0	0	0	0	0.2	1	1	2	1	1	0.9	1	2	2	2
ENSDARG00000040485	dfna5b	dfna5b_ENSDARG00000040485	2	1	2	2	2	2	2	2	1	2	2	2	3	2	3	3	3	4
ENSDARG00000040487	zgc:113176	zgc:113176_ENSDARG00000040487	3	2	1	0.7	6	17	15	5	1	1	1	1	1	2	2	2	2	2
ENSDARG00000040490	dusp19a	dusp19a_ENSDARG00000040490	0	0	0	0.7	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000040492	mthfd1b	mthfd1b_ENSDARG00000040492	30	30	39	39	42	45	51	43	29	21	28	69	45	14	17	16	16	14
ENSDARG00000040502	micall1b	micall1b_ENSDARG00000040502	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0
ENSDARG00000040503	CABZ01070258.1	CABZ01070258.1_ENSDARG00000040503	0	0.3	0	0	66	113	89	73	57	75	79	65	76	71	26	7	7	6
ENSDARG00000040505	yif1b	yif1b_ENSDARG00000040505	10	17	25	24	22	9	6	8	15	13	15	9	10	12	9	8	9	8
ENSDARG00000040510	ca15b	ca15b_ENSDARG00000040510	109	98	207	170	53	21	5	5	4	0.4	0.4	0.8	0.4	0	0	0	0	0
ENSDARG00000040513	zgc:92313	zgc:92313_ENSDARG00000040513	410	315	102	103	59	37	37	26	9	9	10	10	10	7	9	11	12	13
ENSDARG00000040523	smpd2a	smpd2a_ENSDARG00000040523	1	3	8	6	6	2	2	8	7	2	4	10	7	1	3	2	3	3
ENSDARG00000040526	s1pr5a	s1pr5a_ENSDARG00000040526	0	0	0	0	4	29	38	30	7	14	27	16	5	2	3	4	4	4
ENSDARG00000040527	siae	siae_ENSDARG00000040527	1	2	9	11	5	2	1	2	4	5	4	4	2	2	2	3	3	3
ENSDARG00000040528	lgals3bpb	lgals3bpb_ENSDARG00000040528	0	0	0	0	0.2	0.8	1	0.6	0.4	0.4	0.4	0.5	0.4	0.5	2	3	4	3
ENSDARG00000040534	epcam	epcam_ENSDARG00000040534	1094	1287	654	389	345	307	313	201	86	76	98	108	94	64	83	101	90	77
ENSDARG00000040535	CSGALNACT1 (1 of many)	CSGALNACT1 (1 of many)_ENSDARG00000040535	0	0	0	0	0	0	0	0.4	0.7	0.5	2	1	0.6	0.9	2	7	5	3
ENSDARG00000040536	ftr89	ftr89_ENSDARG00000040536	0	0	0	0	0.4	1	1	2	1	0.4	0	0	0	0	0	0	0	0
ENSDARG00000040538	spsb4b	spsb4b_ENSDARG00000040538	134	80	75	64	35	47	57	49	12	10	8	7	8	8	8	5	6	6
ENSDARG00000040547	b3gat1a	b3gat1a_ENSDARG00000040547	0	0	0	0	0	0	0	0	0	0	0.3	0.1	0.6	2	2	3	4	3
ENSDARG00000040553	tmem97	tmem97_ENSDARG00000040553	6	6	9	14	9	7	4	1	3	6	6	7	6	2	4	8	10	8
ENSDARG00000040555	bckdha	bckdha_ENSDARG00000040555	47	48	51	48	38	49	46	35	29	33	33	37	38	34	27	33	39	37
ENSDARG00000040556	ift20	ift20_ENSDARG00000040556	0	0	0.3	0	0.7	1	2	4	10	10	10	9	8	12	10	8	7	6
ENSDARG00000040557	exosc5	exosc5_ENSDARG00000040557	2	3	2	4	6	16	15	20	34	36	30	22	16	15	9	6	7	5
ENSDARG00000040559	rad1	rad1_ENSDARG00000040559	7	5	11	11	5	2	3	4	7	6	7	7	7	7	6	5	5	4
ENSDARG00000040564	hnrnpul1	hnrnpul1_ENSDARG00000040564	2	11	17	14	18	63	100	122	143	117	102	83	58	65	42	31	28	24
ENSDARG00000040565	ckmb	ckmb_ENSDARG00000040565	1	2	2	2	2	2	2	1	0.9	16	162	862	2184	3028	3646	2568	1997	2203
ENSDARG00000040566	phykpl	phykpl_ENSDARG00000040566	2	3	3	2	2	3	2	2	3	2	3	3	2	1	2	3	3	3
ENSDARG00000040568	pdzd3a	pdzd3a_ENSDARG00000040568	0	0	0	0	0	0	0	0	0.4	0.2	2	3	2	1	2	3	5	6
ENSDARG00000040571	ube4a	ube4a_ENSDARG00000040571	2	3	8	9	8	4	3	3	4	5	5	6	5	6	5	6	8	7
ENSDARG00000040582	c18h3orf33	c18h3orf33_ENSDARG00000040582	0	0.1	1	1	0.4	0.4	0.4	0.7	1	0.9	1	0.8	0.5	0.9	0.4	0.9	2	1
ENSDARG00000040584	n6amt2	n6amt2_ENSDARG00000040584	1	4	16	22	22	17	14	19	20	22	19	15	10	11	7	7	6	6
ENSDARG00000040606	tfap2c	tfap2c_ENSDARG00000040606	0	0	0.2	0.1	6	23	32	45	25	30	27	28	25	16	26	16	15	16
ENSDARG00000040607	rtfdc1	rtfdc1_ENSDARG00000040607	29	37	39	39	44	49	48	33	26	25	23	21	18	18	16	14	15	14
ENSDARG00000040608	gcnt7	gcnt7_ENSDARG00000040608	0	0	0	0	1	11	7	2	0	0	0.2	0.4	0.8	0.6	1	2	5	5
ENSDARG00000040610	si:ch73-352p4.8	si:ch73-352p4.8_ENSDARG00000040610	0	0	0	0	0	0	0	0.3	2	0.8	3	2	3	4	2	3	4	4
ENSDARG00000040614	sestd1	sestd1_ENSDARG00000040614	7	7	55	66	51	27	25	27	28	23	20	15	14	17	13	13	12	11
ENSDARG00000040615	ilkap	ilkap_ENSDARG00000040615	6	6	8	6	9	11	10	11	7	8	7	7	7	6	6	4	4	3
ENSDARG00000040620	psmg1	psmg1_ENSDARG00000040620	18	15	14	13	17	14	11	14	23	21	20	19	15	15	12	12	9	10
ENSDARG00000040621	lrrc32	lrrc32_ENSDARG00000040621	0	0	0	0	0	0	0	0	0	0	0.4	0.7	0.9	1	2	2	4	4
ENSDARG00000040623	fosl2	fosl2_ENSDARG00000040623	0	0	0	0	0.2	0.6	0.6	0.5	1	1	2	2	2	2	3	8	8	9
ENSDARG00000040627	grik1b	grik1b_ENSDARG00000040627	0	0	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0.5	3	3	2
ENSDARG00000040628	zgc:110333	zgc:110333_ENSDARG00000040628	0.4	0.4	0.4	0.3	2	30	33	27	16	12	11	12	12	6	11	10	14	11
ENSDARG00000040633	PRMT8 (1 of many)	PRMT8 (1 of many)_ENSDARG00000040633	0.6	0.6	0	0	0.6	0	0	0	0	0	0	0	0	0	0	1	3	2
ENSDARG00000040635	rnf11b	rnf11b_ENSDARG00000040635	13	15	27	26	10	6	5	4	2	2	3	5	4	7	6	7	7	8
ENSDARG00000040640	si:ch73-44m9.3	si:ch73-44m9.3_ENSDARG00000040640	1	2	4	2	2	2	3	4	1	0.9	1	1	0.7	0.8	1	0.8	1	1
ENSDARG00000040644	pxylp1	pxylp1_ENSDARG00000040644	0	4	9	7	7	2	2	2	4	5	7	5	5	5	5	6	5	5
ENSDARG00000040649	prickle1a	prickle1a_ENSDARG00000040649	0.6	1	5	6	4	11	13	18	19	14	10	6	4	4	2	4	3	3
ENSDARG00000040650	gps1	gps1_ENSDARG00000040650	74	51	87	96	62	26	26	29	45	53	50	39	31	37	26	22	21	20
ENSDARG00000040657	wipi1	wipi1_ENSDARG00000040657	1	1	2	2	2	1	1	2	7	8	10	12	12	9	11	14	13	12
